Brand,Model,Year,Kilometer Driven (km),Fuel Type,Transmission Type,Location,Price (INR)
Toyota,Fortuner,2021,62043,Petrol,Manual,Kolkata,3260693.55
Mercedes,S-Class,2019,153003,Diesel,Manual,Pune,9677049.55
Toyota,Fortuner,2018,10037,Diesel,Automatic,Chennai,3118494.45
Audi,A4,2023,170350,Petrol,Automatic,Bangalore,4424447.5
Maruti Suzuki,Dzire,2024,180031,Diesel,Automatic,Chennai,592995.35
Tata,Nexon,2008,153156,Petrol,Manual,Kolkata,50000.0
Audi,A4,2023,164265,Diesel,Automatic,Ahmedabad,4395360.25
BMW,3 Series,2015,198349,CNG,Automatic,Bangalore,3570247.65
Audi,Q5,2015,90112,Electric,Manual,New Delhi,5516483.2
Hyundai,Creta,2005,87050,CNG,Automatic,Pune,486942.5
Nissan,Kicks,2005,87371,Diesel,Automatic,Chennai,156894.35
Maruti Suzuki,Dzire,2006,13308,Electric,Automatic,Kolkata,50000.0
Toyota,Fortuner,2013,26689,Electric,Automatic,Pune,2845996.65
BMW,M3,2021,154990,Petrol,Manual,Ahmedabad,7226751.5
Ford,EcoSport,2007,6430,Diesel,Manual,Pune,50000.0
Maruti Suzuki,Dzire,2001,109681,CNG,Automatic,Ahmedabad,50000.0
Nissan,Kicks,2005,120066,Electric,Manual,Pune,151990.1
Tata,Harrier,2003,31244,Petrol,Manual,Kolkata,575313.4
Nissan,Magnite,2023,83884,Electric,Automatic,Pune,507417.4
Nissan,Magnite,2006,187392,Diesel,Automatic,Chennai,50000.0
Honda,Civic,2022,146502,Diesel,Manual,New Delhi,528024.7
Tata,Harrier,2020,61050,Diesel,Manual,Hyderabad,1460842.5
Tata,Altroz,2009,120979,CNG,Manual,Ahmedabad,50000.0
Hyundai,Creta,2019,145744,CNG,Automatic,Hyderabad,1198138.4
Mercedes,S-Class,2016,32495,Petrol,Automatic,New Delhi,9595125.75
Mercedes,C-Class,2010,199832,Petrol,Manual,Hyderabad,4170025.2
BMW,3 Series,2016,9170,Diesel,Manual,Mumbai,3598624.5
BMW,X5,2016,185346,Petrol,Automatic,Kolkata,7522198.1
BMW,3 Series,2019,189621,Petrol,Automatic,Bangalore,3671556.85
Maruti Suzuki,Vitara Brezza,2012,114386,CNG,Manual,Chennai,102842.1
Maruti Suzuki,Vitara Brezza,2018,55685,Diesel,Automatic,Pune,441647.25
Ford,Fiesta,2018,76626,Electric,Automatic,Kolkata,238506.1
Honda,Jazz,2013,39714,CNG,Manual,Pune,144042.9
Nissan,Terrano,2018,122593,Electric,Manual,New Delhi,981611.05
Hyundai,Creta,2024,191372,Electric,Manual,Ahmedabad,1421294.2
Honda,Jazz,2001,84283,Diesel,Automatic,Kolkata,50000.0
BMW,3 Series,2010,157253,Petrol,Manual,Ahmedabad,3246412.05
Nissan,Magnite,2009,35503,Electric,Automatic,Chennai,50000.0
Nissan,Magnite,2022,62076,Diesel,Manual,Pune,460688.6
BMW,3 Series,2015,103264,Electric,Manual,Mumbai,3534510.4
Hyundai,Verna,2015,143334,Electric,Manual,Mumbai,478499.9
Maruti Suzuki,Swift,2020,53336,CNG,Manual,Mumbai,361999.6
Toyota,Innova,2005,115561,Electric,Automatic,Kolkata,582665.85
Audi,A4,2008,111976,CNG,Automatic,Hyderabad,3583203.6
Honda,Civic,2008,105898,Electric,Automatic,Kolkata,50000.0
Tata,Nexon,2006,19650,Petrol,Automatic,Ahmedabad,50000.0
Maruti Suzuki,Dzire,2001,104474,Diesel,Manual,New Delhi,50000.0
Mercedes,S-Class,2008,107545,CNG,Automatic,Kolkata,9163868.25
Toyota,Fortuner,2017,45402,CNG,Manual,Hyderabad,3063189.7
Nissan,Terrano,2012,10914,Electric,Manual,Pune,648362.9
Ford,Fiesta,2020,159264,Petrol,Manual,New Delhi,426110.4
Maruti Suzuki,Swift,2011,158425,CNG,Automatic,New Delhi,50000.0
Audi,A6,2023,122427,CNG,Manual,Hyderabad,5331635.95
Audi,Q5,2000,126945,Petrol,Manual,Kolkata,4730958.25
Maruti Suzuki,Swift,2009,103169,Diesel,Manual,Mumbai,50000.0
Nissan,Terrano,2012,150631,Petrol,Automatic,Ahmedabad,577405.35
Ford,EcoSport,2014,42229,Electric,Manual,Pune,243665.65
Tata,Harrier,2011,58676,Electric,Manual,Ahmedabad,1011198.6
Ford,Fiesta,2018,132795,Petrol,Manual,Chennai,210080.75
Ford,EcoSport,2001,30758,CNG,Manual,Hyderabad,50000.0
Honda,Civic,2021,7619,CNG,Automatic,Bangalore,598857.15
BMW,M3,2007,141977,Petrol,Automatic,New Delhi,6648703.45
Honda,Jazz,2014,85127,Electric,Manual,Kolkata,207230.95
Tata,Nexon,2023,39993,Diesel,Manual,Pune,774001.05
Audi,A6,2011,153173,Diesel,Automatic,Mumbai,4797024.05
BMW,3 Series,2004,106127,Electric,Manual,Ahmedabad,2934080.95
Audi,Q5,2001,166740,Petrol,Automatic,Pune,4774989.0
Mercedes,S-Class,2007,197512,CNG,Automatic,New Delhi,9170373.2
Mercedes,S-Class,2015,158548,Diesel,Manual,Mumbai,9526217.8
Nissan,Terrano,2010,57819,Petrol,Automatic,Hyderabad,541327.15
Hyundai,Creta,2005,140777,Petrol,Manual,Pune,498883.45
Nissan,Kicks,2001,141902,CNG,Manual,Hyderabad,50000.0
BMW,M3,2017,68089,Diesel,Automatic,Mumbai,7089786.65
Tata,Nexon,2015,130666,Petrol,Manual,Chennai,380400.1
Maruti Suzuki,Swift,2016,11986,Diesel,Automatic,Ahmedabad,178202.1
BMW,X5,2022,42504,Electric,Manual,Bangalore,7943624.4
BMW,3 Series,2019,78525,CNG,Automatic,Bangalore,3708221.25
Nissan,Magnite,2021,109112,Petrol,Automatic,Chennai,403633.2
Toyota,Innova,2002,36433,Petrol,Automatic,Ahmedabad,394535.05
Mercedes,E-Class,2009,21179,Diesel,Automatic,Chennai,5746823.15
Mercedes,S-Class,2000,147298,Electric,Automatic,Pune,8747905.3
Maruti Suzuki,Dzire,2018,101002,CNG,Automatic,Ahmedabad,304849.7
BMW,X5,2008,168633,Petrol,Automatic,Chennai,7094705.05
Tata,Altroz,2022,156869,Petrol,Automatic,Mumbai,446469.65
Tata,Harrier,2009,80720,Petrol,Automatic,New Delhi,957892.0
Tata,Nexon,2015,190802,Petrol,Automatic,Mumbai,391379.7
BMW,3 Series,2002,95638,Petrol,Automatic,Bangalore,2885654.3
BMW,M3,2015,192987,Electric,Automatic,Mumbai,6971051.95
Nissan,Magnite,2018,109630,CNG,Manual,Pune,203555.5
Mercedes,C-Class,2021,56564,CNG,Automatic,Kolkata,4791515.4
Ford,Fiesta,2015,48504,Diesel,Automatic,Pune,72724.4
Audi,A4,2007,116492,Diesel,Manual,Chennai,3582526.2
Honda,Civic,2007,85727,Diesel,Manual,New Delhi,50000.0
Toyota,Corolla,2007,92511,Petrol,Manual,Kolkata,236123.35
Audi,Q5,2018,50691,CNG,Manual,New Delhi,5692396.35
Maruti Suzuki,Swift,2007,23671,Electric,Manual,Bangalore,50000.0
Toyota,Fortuner,2024,136146,CNG,Automatic,Pune,3429578.1
BMW,3 Series,2001,153471,Electric,Automatic,Pune,2746979.35
Honda,Civic,2016,121954,Petrol,Automatic,Kolkata,251706.9
BMW,3 Series,2017,175944,CNG,Automatic,Hyderabad,3623608.4
Maruti Suzuki,Vitara Brezza,2017,46705,Diesel,Manual,Hyderabad,362994.25
Toyota,Corolla,2016,99213,Electric,Manual,Chennai,735118.05
Toyota,Fortuner,2012,10301,Diesel,Manual,Hyderabad,2848454.85
BMW,X5,2023,93566,Petrol,Automatic,Chennai,7885965.1
Honda,Jazz,2002,71864,Diesel,Automatic,Ahmedabad,50000.0
Nissan,Terrano,2022,5100,CNG,Manual,New Delhi,1149235.0
Nissan,Terrano,2020,155833,Diesel,Manual,Bangalore,1076625.05
Toyota,Corolla,2006,186884,Petrol,Manual,Pune,191967.4
Toyota,Fortuner,2009,168849,Diesel,Automatic,Kolkata,2674672.65
BMW,M3,2010,116443,Diesel,Manual,Hyderabad,6752533.55
Mercedes,E-Class,2009,36529,Diesel,Manual,Mumbai,5794520.65
Toyota,Fortuner,2024,129012,Diesel,Automatic,Ahmedabad,3460648.2
Hyundai,Verna,2019,198084,Petrol,Automatic,Pune,620287.4
Mercedes,S-Class,2003,65413,Diesel,Automatic,Ahmedabad,8890188.05
Audi,A6,2012,107242,CNG,Manual,Chennai,4853913.7
Honda,Civic,2021,44304,Diesel,Automatic,Hyderabad,493354.4
Audi,A6,2019,198138,Electric,Manual,Ahmedabad,5140279.3
Hyundai,Verna,2008,135508,Electric,Automatic,New Delhi,109673.8
Maruti Suzuki,Swift,2007,8438,CNG,Automatic,Mumbai,50000.0
Ford,Endeavour,2006,167046,Petrol,Manual,Mumbai,2044943.1
Ford,Endeavour,2006,159934,Petrol,Automatic,Kolkata,2026009.9
Ford,Fiesta,2014,115945,Diesel,Manual,Kolkata,52608.25
Honda,City,2016,36716,Petrol,Manual,Ahmedabad,594492.6
Nissan,Magnite,2010,141652,Diesel,Automatic,Kolkata,50000.0
Audi,A6,2002,82487,CNG,Automatic,Kolkata,4357626.95
Nissan,Terrano,2022,78082,Electric,Automatic,Chennai,1138287.7
Mercedes,E-Class,2007,53760,Electric,Manual,Hyderabad,5561936.0
Ford,Endeavour,2013,173386,Electric,Manual,Kolkata,2353992.1
BMW,M3,2015,166860,CNG,Automatic,Mumbai,7004971.0
Mercedes,S-Class,2017,110974,Diesel,Automatic,Pune,9563353.9
Nissan,Kicks,2013,131324,Electric,Manual,Kolkata,550301.4
Nissan,Kicks,2004,174952,Diesel,Automatic,Chennai,73757.2
Ford,EcoSport,2019,160074,Electric,Automatic,Mumbai,495988.9
Maruti Suzuki,Dzire,2009,127192,Diesel,Automatic,Ahmedabad,50000.0
Maruti Suzuki,Swift,2016,85099,Electric,Manual,Chennai,137235.15
Honda,City,2015,82647,Electric,Manual,Chennai,507602.95
Toyota,Innova,2008,92217,CNG,Manual,Ahmedabad,716167.45
Ford,Endeavour,2012,155017,Diesel,Manual,Pune,2296747.45
BMW,3 Series,2020,97903,Electric,Manual,Kolkata,3685314.55
Maruti Suzuki,Swift,2018,9350,Petrol,Automatic,Chennai,218597.5
Toyota,Fortuner,2012,72851,Electric,Automatic,Mumbai,2869072.35
Nissan,Kicks,2000,123664,CNG,Automatic,Pune,50000.0
Tata,Altroz,2000,129068,Petrol,Manual,Kolkata,50000.0
Toyota,Innova,2009,13220,Petrol,Manual,Hyderabad,848017.0
Toyota,Innova,2017,74783,Diesel,Automatic,New Delhi,1218782.55
Mercedes,E-Class,2012,8874,Diesel,Automatic,Bangalore,5898668.9
Hyundai,Creta,2003,135257,CNG,Automatic,Pune,379711.45
Nissan,Magnite,2021,33658,Diesel,Automatic,Pune,374951.3
Hyundai,Elantra,2016,139509,Petrol,Manual,New Delhi,829073.65
Mercedes,E-Class,2001,134895,Electric,Manual,Bangalore,5379765.75
Mercedes,E-Class,2006,173605,Petrol,Automatic,New Delhi,5523959.25
Tata,Harrier,2023,63380,CNG,Manual,Ahmedabad,1610493.0
Ford,Fiesta,2004,158974,Electric,Automatic,Kolkata,50000.0
Tata,Nexon,2012,180710,Electric,Manual,Pune,222893.5
Audi,Q5,2014,45895,Diesel,Manual,New Delhi,5443115.75
Audi,Q5,2003,24677,CNG,Manual,New Delhi,4966298.45
Honda,City,2020,172219,CNG,Automatic,Chennai,774167.15
Tata,Nexon,2020,52814,Petrol,Manual,Mumbai,672077.9
Honda,City,2003,52790,Electric,Automatic,Bangalore,50000.0
Toyota,Fortuner,2023,180548,Petrol,Manual,Chennai,3342917.8
Maruti Suzuki,Swift,2001,23613,CNG,Manual,Chennai,50000.0
BMW,3 Series,2018,53337,Petrol,Manual,Kolkata,3671999.45
BMW,3 Series,2013,184980,Electric,Automatic,Pune,3342253.0
Honda,City,2002,11423,Electric,Automatic,Chennai,50000.0
Mercedes,E-Class,2022,10889,Diesel,Manual,Ahmedabad,6348366.65
Tata,Harrier,2010,197238,Electric,Manual,Pune,940414.3
Mercedes,E-Class,2020,72060,Diesel,Manual,Mumbai,6309191.0
BMW,M3,2012,54950,Petrol,Manual,Bangalore,6861757.5
BMW,X5,2022,161947,Petrol,Automatic,Hyderabad,7775707.95
Nissan,Magnite,2024,9023,CNG,Automatic,Ahmedabad,518646.55
Toyota,Fortuner,2017,57410,Diesel,Automatic,Ahmedabad,3041388.5
Maruti Suzuki,Vitara Brezza,2019,193468,Electric,Manual,New Delhi,490979.8
Audi,Q5,2024,44475,Petrol,Manual,New Delhi,6000000.0
Ford,Endeavour,2008,136824,Petrol,Automatic,Bangalore,2199476.4
Toyota,Fortuner,2008,91165,Electric,Automatic,Ahmedabad,2606325.25
BMW,X5,2011,12514,Electric,Manual,Bangalore,7368122.9
Tata,Nexon,2017,22035,Diesel,Manual,New Delhi,546694.75
Ford,EcoSport,2022,94276,Diesel,Automatic,Chennai,635858.6
Audi,A4,2012,41866,CNG,Automatic,Pune,3873720.1
Maruti Suzuki,Vitara Brezza,2015,125118,CNG,Manual,New Delhi,331232.3
BMW,X5,2001,56558,Petrol,Automatic,Chennai,6741516.3
BMW,3 Series,2004,144676,Electric,Manual,Ahmedabad,2928298.6
Ford,Fiesta,2013,74963,CNG,Manual,Hyderabad,50000.0
Toyota,Innova,2021,40710,Diesel,Automatic,Chennai,1413893.5
BMW,M3,2015,34089,Diesel,Manual,Kolkata,6964886.65
Hyundai,Verna,2015,119054,Petrol,Manual,Mumbai,432141.9
BMW,3 Series,2017,183195,CNG,Automatic,Mumbai,3602520.75
Tata,Altroz,2001,119214,Petrol,Manual,Kolkata,50000.0
BMW,M3,2008,28823,CNG,Manual,Bangalore,6715676.55
Ford,EcoSport,2015,22726,Electric,Automatic,Chennai,296591.1
Ford,Endeavour,2018,34803,Diesel,Automatic,Bangalore,2724779.55
Ford,EcoSport,2016,130271,Electric,Manual,Mumbai,410459.35
Ford,Endeavour,2022,33359,Petrol,Manual,Kolkata,2844996.15
Mercedes,S-Class,2018,34925,Electric,Manual,Mumbai,9724761.25
Maruti Suzuki,Vitara Brezza,2010,144845,Electric,Manual,New Delhi,78273.25
Nissan,Kicks,2016,163227,Petrol,Automatic,Kolkata,745515.95
Honda,Civic,2010,58114,Diesel,Automatic,Hyderabad,50000.0
Mercedes,S-Class,2001,182351,Electric,Manual,Hyderabad,8792647.35
Ford,Endeavour,2001,99694,Petrol,Manual,New Delhi,1785045.9
Tata,Harrier,2004,91508,Electric,Manual,Mumbai,686273.8
Mercedes,C-Class,2022,167709,Diesel,Manual,Pune,4874843.65
Honda,Civic,2024,156957,Petrol,Automatic,Pune,646456.45
Mercedes,E-Class,2005,167640,Electric,Manual,Kolkata,5454854.0
Toyota,Corolla,2015,90406,CNG,Manual,Bangalore,786439.1
Tata,Nexon,2005,131826,CNG,Automatic,Hyderabad,50000.0
Nissan,Terrano,2011,72338,Electric,Automatic,Hyderabad,589149.3
Hyundai,Creta,2016,138345,Electric,Manual,Chennai,1029248.25
Ford,Fiesta,2020,51437,CNG,Automatic,Chennai,362284.45
Hyundai,Verna,2004,181995,Diesel,Automatic,Ahmedabad,50000.0
Toyota,Fortuner,2004,99422,Petrol,Automatic,Kolkata,2455086.7
Maruti Suzuki,Vitara Brezza,2006,103720,Petrol,Automatic,Bangalore,50000.0
Honda,City,2000,26005,CNG,Automatic,Mumbai,50000.0
Mercedes,E-Class,2006,170948,CNG,Automatic,Kolkata,5494357.8
Nissan,Terrano,2020,124951,Diesel,Automatic,Chennai,1011257.35
Toyota,Innova,2000,194806,Electric,Manual,Mumbai,370779.1
Tata,Harrier,2000,45153,Diesel,Manual,Bangalore,513227.05
Tata,Altroz,2017,62872,Diesel,Manual,New Delhi,210569.2
Ford,Endeavour,2007,36952,Petrol,Manual,Mumbai,2144457.2
Nissan,Terrano,2020,80911,CNG,Manual,Bangalore,1057863.35
Tata,Nexon,2010,135375,Diesel,Automatic,Bangalore,199693.75
Ford,EcoSport,2021,166140,CNG,Automatic,Mumbai,675079.0
Mercedes,S-Class,2010,29469,Diesel,Automatic,Kolkata,9225579.65
Audi,A4,2017,48427,Petrol,Manual,Mumbai,4142735.95
Tata,Harrier,2014,190919,Petrol,Automatic,New Delhi,1141362.15
Audi,A4,2018,76154,Diesel,Manual,Kolkata,4088576.9
Nissan,Kicks,2005,94157,Diesel,Manual,Chennai,135876.45
BMW,M3,2002,30060,CNG,Manual,Mumbai,6345491.0
Audi,A4,2014,101628,Diesel,Automatic,Mumbai,3954755.8
Ford,EcoSport,2017,26078,Electric,Automatic,Mumbai,466088.3
BMW,3 Series,2021,184733,Electric,Manual,Ahmedabad,3772290.05
Ford,Fiesta,2014,178839,Electric,Automatic,Ahmedabad,50000.0
BMW,M3,2020,23874,Diesel,Manual,Ahmedabad,7196418.9
BMW,X5,2017,113806,CNG,Manual,Chennai,7562929.1
Hyundai,Elantra,2004,75142,Electric,Manual,Kolkata,188728.7
Tata,Altroz,2000,151377,Diesel,Manual,Bangalore,50000.0
Honda,City,2008,116321,Electric,Automatic,Pune,102551.85
Mercedes,E-Class,2023,38910,Electric,Automatic,New Delhi,6494163.5
Audi,A6,2008,54796,Petrol,Automatic,Chennai,4591780.6
Toyota,Innova,2017,102494,Petrol,Automatic,Kolkata,1164625.9
Hyundai,Elantra,2006,134540,Electric,Manual,Hyderabad,359819.0
Hyundai,Creta,2018,119098,Petrol,Automatic,Bangalore,1152135.3
Toyota,Fortuner,2005,85647,Electric,Automatic,Ahmedabad,2487152.95
Mercedes,E-Class,2003,90069,Electric,Manual,Mumbai,5466489.65
Hyundai,Creta,2024,114600,Diesel,Automatic,Pune,1432810.0
Toyota,Fortuner,2005,182181,Diesel,Automatic,Kolkata,2452672.85
Audi,A6,2017,125557,CNG,Manual,Mumbai,5101166.45
Nissan,Kicks,2023,137015,CNG,Manual,Ahmedabad,1129447.75
Ford,Endeavour,2004,51657,Diesel,Automatic,Pune,1892251.45
Maruti Suzuki,Vitara Brezza,2010,161764,Diesel,Manual,Pune,55735.4
BMW,X5,2003,71204,CNG,Manual,Pune,6839319.4
BMW,3 Series,2007,131852,Diesel,Manual,Kolkata,3080222.2
Nissan,Magnite,2024,119970,Diesel,Manual,Ahmedabad,502004.5
Hyundai,Elantra,2020,48432,Diesel,Manual,Ahmedabad,992735.2
Toyota,Corolla,2024,122899,Electric,Automatic,Hyderabad,1181565.15
Hyundai,Elantra,2005,184277,Petrol,Automatic,Chennai,242358.45
Maruti Suzuki,Swift,2023,21762,Petrol,Manual,Chennai,546735.7
Mercedes,E-Class,2020,56213,Diesel,Manual,Bangalore,6241568.05
Hyundai,Verna,2017,50827,Diesel,Automatic,Hyderabad,512375.95
Nissan,Terrano,2015,193302,Petrol,Automatic,Bangalore,791004.7
Maruti Suzuki,Dzire,2005,121510,CNG,Automatic,New Delhi,50000.0
Mercedes,C-Class,2000,135090,CNG,Automatic,Bangalore,3759736.5
Ford,Endeavour,2003,57918,CNG,Manual,Kolkata,1921312.3
Tata,Harrier,2009,183350,CNG,Manual,Mumbai,902497.5
Audi,A4,2012,126221,Electric,Automatic,Bangalore,3911066.85
Hyundai,Verna,2001,102809,Electric,Automatic,Chennai,50000.0
Tata,Harrier,2002,193505,Diesel,Manual,Pune,570974.25
Nissan,Kicks,2010,131085,Diesel,Manual,Ahmedabad,380337.25
Tata,Nexon,2018,148222,Electric,Automatic,Chennai,547766.7
Tata,Altroz,2008,104411,Electric,Manual,Mumbai,50000.0
Tata,Nexon,2011,70418,CNG,Automatic,New Delhi,259437.3
Mercedes,S-Class,2010,42891,Electric,Manual,Pune,9243566.35
BMW,X5,2008,161825,Electric,Manual,New Delhi,7205726.25
Ford,Fiesta,2006,166303,CNG,Manual,Kolkata,50000.0
BMW,3 Series,2015,81247,Electric,Manual,Mumbai,3537812.95
Audi,Q5,2013,59550,Diesel,Manual,Ahmedabad,5411067.5
Mercedes,E-Class,2015,186838,Diesel,Automatic,Ahmedabad,6021974.3
Tata,Nexon,2023,185073,Electric,Manual,Chennai,752239.05
BMW,M3,2002,11019,Petrol,Manual,Mumbai,6398347.15
BMW,3 Series,2005,44575,Petrol,Manual,Pune,2943313.75
Audi,Q5,2013,195560,Electric,Automatic,Kolkata,5400666.0
Hyundai,Elantra,2001,155883,Petrol,Automatic,Mumbai,146617.55
Ford,Fiesta,2019,126970,Petrol,Automatic,Bangalore,350954.5
Hyundai,Verna,2009,77862,Petrol,Manual,Pune,88320.7
Audi,A4,2006,96916,CNG,Automatic,Ahmedabad,3535462.6
Ford,EcoSport,2008,180155,CNG,Automatic,Pune,50000.0
Audi,Q5,2018,113913,CNG,Automatic,Chennai,5582913.05
Nissan,Kicks,2004,163109,CNG,Automatic,New Delhi,145533.65
BMW,M3,2017,181976,CNG,Manual,Ahmedabad,7102703.6
Tata,Harrier,2020,151828,Petrol,Automatic,Kolkata,1427225.8
Toyota,Corolla,2006,118613,CNG,Automatic,Ahmedabad,282208.05
Ford,Fiesta,2021,160636,Petrol,Automatic,Mumbai,395904.6
BMW,X5,2007,19738,CNG,Manual,Bangalore,7197039.3
Ford,Endeavour,2023,60102,CNG,Manual,Ahmedabad,2840984.7
Tata,Nexon,2002,6057,CNG,Automatic,Ahmedabad,50000.0
Audi,Q5,2023,117410,Electric,Manual,Ahmedabad,5852388.5
Ford,Fiesta,2014,195456,Electric,Automatic,Ahmedabad,70681.6
Tata,Nexon,2002,44135,Electric,Manual,Pune,50000.0
Ford,Endeavour,2005,16255,Petrol,Manual,Bangalore,2017561.75
Hyundai,Creta,2010,57301,Electric,Automatic,Bangalore,791404.85
Ford,EcoSport,2017,19544,Petrol,Manual,Mumbai,497068.4
Nissan,Terrano,2004,162000,Electric,Automatic,Kolkata,245700.0
Mercedes,E-Class,2005,71365,Petrol,Manual,Mumbai,5559295.25
Tata,Harrier,2022,53588,Diesel,Automatic,Chennai,1541961.8
Mercedes,E-Class,2021,28413,Petrol,Automatic,Ahmedabad,6295738.05
Nissan,Kicks,2004,174257,Diesel,Manual,Mumbai,143861.45
Honda,City,2005,113091,Diesel,Automatic,Kolkata,50000.0
Maruti Suzuki,Swift,2000,57593,Diesel,Automatic,Hyderabad,50000.0
Maruti Suzuki,Vitara Brezza,2007,157617,CNG,Automatic,Hyderabad,50000.0
Tata,Harrier,2000,190429,Diesel,Manual,Bangalore,471435.65
Audi,A4,2014,169276,Electric,Automatic,Mumbai,3944608.6
Mercedes,C-Class,2000,60305,Electric,Manual,Ahmedabad,3760954.25
Ford,EcoSport,2015,96759,CNG,Manual,Mumbai,355486.15
BMW,3 Series,2015,63898,Diesel,Manual,Mumbai,3520415.3
Audi,Q5,2004,79533,Diesel,Manual,Ahmedabad,4938070.05
Toyota,Innova,2017,132140,Electric,Manual,Ahmedabad,1180179.0
Tata,Altroz,2004,107064,Diesel,Manual,Bangalore,50000.0
Maruti Suzuki,Swift,2009,72693,Diesel,Automatic,Bangalore,50000.0
Maruti Suzuki,Dzire,2023,162548,CNG,Automatic,Hyderabad,495617.8
BMW,M3,2016,80893,CNG,Manual,Chennai,7037866.05
BMW,M3,2021,128311,CNG,Manual,New Delhi,7310753.35
BMW,M3,2018,48966,Electric,Manual,Ahmedabad,7142655.1
Honda,Jazz,2002,113513,Diesel,Automatic,Mumbai,50000.0
Nissan,Magnite,2017,111885,Electric,Manual,Bangalore,183217.25
Mercedes,C-Class,2011,22034,Petrol,Automatic,Chennai,4296694.9
Toyota,Innova,2011,9410,CNG,Automatic,New Delhi,898588.5
Maruti Suzuki,Dzire,2012,21452,Diesel,Automatic,Kolkata,50000.0
Audi,A4,2002,187541,CNG,Manual,Mumbai,3401868.85
Hyundai,Elantra,2002,101799,Electric,Manual,Ahmedabad,164730.15
Maruti Suzuki,Vitara Brezza,2017,43016,CNG,Manual,Hyderabad,393547.6
Tata,Harrier,2015,74488,Diesel,Automatic,Hyderabad,1158826.8
Ford,Endeavour,2017,198418,Electric,Automatic,Ahmedabad,2540237.3
Tata,Altroz,2020,171952,Electric,Automatic,New Delhi,394207.2
Mercedes,C-Class,2002,111237,Petrol,Automatic,Pune,3853314.45
Ford,Endeavour,2002,73461,Diesel,Manual,Bangalore,1908980.85
BMW,3 Series,2017,18254,Diesel,Manual,Pune,3597261.9
Tata,Nexon,2009,15354,CNG,Manual,Pune,117696.9
BMW,3 Series,2004,40691,Electric,Manual,Bangalore,3013896.35
Tata,Nexon,2021,178920,Electric,Automatic,Chennai,673162.0
Ford,Endeavour,2011,45418,Diesel,Manual,Pune,2313187.3
Honda,City,2010,11033,Petrol,Automatic,Mumbai,298345.05
BMW,X5,2005,109527,CNG,Manual,Hyderabad,7013570.95
Nissan,Kicks,2006,53090,Diesel,Automatic,Hyderabad,242036.5
Maruti Suzuki,Dzire,2016,79132,CNG,Manual,New Delhi,238130.2
Honda,City,2014,76580,Petrol,Manual,Hyderabad,438513.0
Mercedes,S-Class,2015,134330,Diesel,Automatic,Mumbai,9499850.5
BMW,3 Series,2015,127564,CNG,Manual,Hyderabad,3480865.4
Mercedes,C-Class,2023,69391,Diesel,Manual,Pune,4869591.35
Audi,Q5,2015,122181,Diesel,Automatic,Bangalore,5531672.85
Mercedes,E-Class,2003,182916,Electric,Automatic,Hyderabad,5392562.6
Tata,Altroz,2019,29343,Petrol,Automatic,New Delhi,295598.55
Ford,EcoSport,2005,117498,CNG,Manual,Mumbai,50000.0
Mercedes,E-Class,2006,164898,Electric,Manual,Chennai,5575265.3
BMW,X5,2007,42867,CNG,Manual,Kolkata,7093569.95
Maruti Suzuki,Vitara Brezza,2019,66254,Petrol,Manual,Kolkata,540061.9
Ford,EcoSport,2007,195059,Petrol,Automatic,Pune,50000.0
BMW,M3,2001,194429,Petrol,Automatic,Chennai,6270835.65
Toyota,Corolla,2011,16687,Petrol,Automatic,Kolkata,497496.95
Tata,Harrier,2001,36381,Diesel,Manual,Kolkata,494542.85
Tata,Harrier,2022,94899,CNG,Automatic,New Delhi,1535765.15
Toyota,Innova,2007,9970,Electric,Automatic,Bangalore,798504.5
Audi,A4,2018,150528,Petrol,Automatic,Pune,4157420.8
Mercedes,E-Class,2014,173338,CNG,Manual,Pune,5893999.3
Audi,A4,2017,29246,Electric,Automatic,Pune,4045613.1
Ford,Endeavour,2010,171075,CNG,Manual,Bangalore,2224338.75
Honda,City,2012,184794,CNG,Manual,New Delhi,372280.9
BMW,M3,2020,6191,CNG,Manual,Ahmedabad,7219071.35
Nissan,Magnite,2022,181995,Electric,Automatic,Kolkata,472700.75
Honda,Civic,2008,74014,Diesel,Automatic,Chennai,50000.0
Tata,Harrier,2005,190116,Electric,Automatic,Hyderabad,701482.6
Tata,Nexon,2015,39209,Electric,Manual,Pune,364118.65
Mercedes,E-Class,2007,68591,Electric,Manual,Hyderabad,5539711.35
Nissan,Terrano,2010,33015,Diesel,Manual,Chennai,515047.75
